Country,Weight_kg,Price_KRW
Ukraine,8.5,78500
Ukraine,9.0,82500
Ukraine,9.5,86000
Ukraine,10.0,89500
Ukraine,10.5,93500
Ukraine,11.0,97000
Ukraine,11.5,100500
Ukraine,12.0,104000
Ukraine,12.5,108000
Ukraine,13.0,111500
Ukraine,13.5,115000
Ukraine,14.0,118500
Ukraine,14.5,122500
Ukraine,15.0,126000
Ukraine,15.5,129500
Ukraine,16.0,133000
Ukraine,16.5,136500
Ukraine,17.0,140500
Ukraine,17.5,144000
Ukraine,18.0,147500
Ukraine,18.5,151000
Ukraine,19.0,155000
Ukraine,19.5,158500
Ukraine,20.0,162000
Ukraine,20.5,158500
United Arab Emirates,0.5,20500
United Arab Emirates,1.0,24500
United Arab Emirates,1.5,28000
United Arab Emirates,2.0,31500
United Arab Emirates,2.5,35000
United Arab Emirates,3.0,39000
United Arab Emirates,3.5,42500
United Arab Emirates,4.0,46000
United Arab Emirates,4.5,49500
United Arab Emirates,5.0,53500
United Arab Emirates,5.5,57000
United Arab Emirates,6.0,60500
United Arab Emirates,6.5,64500
United Arab Emirates,7.0,68000
United Arab Emirates,7.5,71500
United Arab Emirates,8.0,75000
United Arab Emirates,8.5,78500
United Arab Emirates,9.0,82500
United Arab Emirates,9.5,86000
United Arab Emirates,10.0,89500
United Arab Emirates,10.5,93500
United Arab Emirates,11.0,97000
United Arab Emirates,11.5,100500
United Arab Emirates,12.0,104000
United Arab Emirates,12.5,108000
United Arab Emirates,13.0,111500
United Arab Emirates,13.5,115000
United Arab Emirates,14.0,118500
United Arab Emirates,14.5,122500
United Arab Emirates,15.0,126000
United Arab Emirates,15.5,129500
United Arab Emirates,16.0,133000
United Arab Emirates,16.5,136500
United Arab Emirates,17.0,140500
United Arab Emirates,17.5,144000
United Arab Emirates,18.0,147500
United Arab Emirates,18.5,151000
United Arab Emirates,19.0,155000
United Arab Emirates,19.5,158500
United Arab Emirates,20.0,162000
United Arab Emirates,20.5,158500
Uzbekistan,0.5,20500
Uzbekistan,1.0,24500
Uzbekistan,1.5,28000
Uzbekistan,2.0,31500
Uzbekistan,2.5,35000
Uzbekistan,3.0,39000
Uzbekistan,3.5,42500
Uzbekistan,4.0,46000
Uzbekistan,4.5,49500
Uzbekistan,5.0,53500
Uzbekistan,5.5,57000
Uzbekistan,6.0,60500
Uzbekistan,6.5,64500
Uzbekistan,7.0,68000
Uzbekistan,7.5,71500
Uzbekistan,8.0,75000
Uzbekistan,8.5,78500
Uzbekistan,9.0,82500
Uzbekistan,9.5,86000
Uzbekistan,10.0,89500
Uzbekistan,10.5,93500
Uzbekistan,11.0,97000
Uzbekistan,11.5,100500
Uzbekistan,12.0,104000
Uzbekistan,12.5,108000
Uzbekistan,13.0,111500
Uzbekistan,13.5,115000
Uzbekistan,14.0,118500
Uzbekistan,14.5,122500
Uzbekistan,15.0,126000
Uzbekistan,15.5,129500
Uzbekistan,16.0,133000
Uzbekistan,16.5,136500
Uzbekistan,17.0,140500
Uzbekistan,17.5,144000
Uzbekistan,18.0,147500
Uzbekistan,18.5,151000
Uzbekistan,19.0,155000
Uzbekistan,19.5,158500
Uzbekistan,20.0,162000
Uzbekistan,20.5,158500
Vanuatu,0.5,20500
Vanuatu,1.0,24500
Vanuatu,1.5,28000
Vanuatu,2.0,31500
Vanuatu,2.5,35000
Vanuatu,3.0,39000
Vanuatu,3.5,42500
Vanuatu,4.0,46000
Vanuatu,4.5,49500
Vanuatu,5.0,53500
Vanuatu,5.5,57000
Vanuatu,6.0,60500
Vanuatu,6.5,64500
Vanuatu,7.0,68000
Vanuatu,7.5,71500
Vanuatu,8.0,75000
Vanuatu,8.5,78500
Vanuatu,9.0,82500
Vanuatu,9.5,86000
Vanuatu,10.0,89500
Vanuatu,10.5,93500
Vanuatu,11.0,97000
Vanuatu,11.5,100500
Vanuatu,12.0,104000
Vanuatu,12.5,108000
Vanuatu,13.0,111500
Vanuatu,13.5,115000
Vanuatu,14.0,118500
Vanuatu,14.5,122500
Vanuatu,15.0,126000
Vanuatu,15.5,129500
Vanuatu,16.0,133000
Vanuatu,16.5,136500
Vanuatu,17.0,140500
Vanuatu,17.5,144000
Vanuatu,18.0,147500
Vanuatu,18.5,151000
Vanuatu,19.0,155000
Vanuatu,19.5,158500
Vanuatu,20.0,162000
Vanuatu,20.5,158500
Yemen,0.5,20500
Yemen,1.0,24500
Yemen,1.5,28000
Yemen,2.0,31500
Yemen,2.5,35000
Yemen,3.0,39000
Yemen,3.5,42500
Yemen,4.0,46000
Yemen,4.5,49500
Yemen,5.0,53500
Yemen,5.5,57000
Yemen,6.0,60500
Yemen,6.5,64500
Yemen,7.0,68000
Yemen,7.5,71500
Yemen,8.0,75000
Yemen,8.5,78500
Yemen,9.0,82500
Yemen,9.5,86000
Yemen,10.0,89500
Yemen,10.5,93500
Yemen,11.0,97000
Yemen,11.5,100500
Yemen,12.0,104000
Yemen,12.5,108000
Yemen,13.0,111500
Yemen,13.5,115000
Yemen,14.0,118500
Yemen,14.5,122500
Yemen,15.0,126000
Yemen,15.5,129500
Yemen,16.0,133000
Yemen,16.5,136500
Yemen,17.0,140500
Yemen,17.5,144000
Yemen,18.0,147500
Yemen,18.5,151000
Yemen,19.0,155000
Yemen,19.5,158500
Yemen,20.0,162000
Yemen,20.5,158500
Algeria,0.5,22000
Algeria,1.0,27500
Algeria,1.5,33500
Algeria,2.0,39000
Algeria,2.5,45500
Algeria,3.0,52000
Algeria,3.5,58500
Algeria,4.0,65000
Algeria,4.5,71500
Algeria,5.0,78000
Algeria,5.5,84500
Algeria,6.0,91000
Algeria,6.5,97500
Algeria,7.0,104500
Algeria,7.5,110500
Algeria,8.0,117500
Algeria,8.5,124000
Algeria,9.0,130500
Algeria,9.5,137000
Algeria,10.0,143500
Algeria,10.5,150000
Algeria,11.0,156500
Algeria,11.5,163000
Algeria,12.0,169500
Algeria,12.5,176000
Algeria,13.0,182500
Algeria,13.5,189000
Algeria,14.0,195500
Algeria,14.5,202000
Algeria,15.0,209000
Algeria,15.5,215000
Algeria,16.0,221500
Algeria,16.5,228500
Algeria,17.0,235000
Algeria,17.5,241500
Algeria,18.0,248000
Algeria,18.5,254500
Algeria,19.0,261000
Algeria,19.5,267500
Algeria,20.0,274000
Algeria,20.5,267500
Argentina,0.5,22000
Argentina,1.0,27500
Argentina,1.5,33500
Argentina,2.0,39000
Argentina,2.5,45500
Argentina,3.0,52000
Argentina,3.5,58500
Argentina,4.0,65000
Argentina,4.5,71500
Argentina,5.0,78000
Argentina,5.5,84500
Argentina,6.0,91000
Argentina,6.5,97500
Argentina,7.0,104500
Argentina,7.5,110500
Argentina,8.0,117500
Argentina,8.5,124000
Argentina,9.0,130500
Argentina,9.5,137000
Argentina,10.0,143500
Argentina,10.5,150000
Argentina,11.0,156500
Argentina,11.5,163000
Argentina,12.0,169500
Argentina,12.5,176000
Argentina,13.0,182500
Argentina,13.5,189000
Argentina,14.0,195500
Argentina,14.5,202000
Argentina,15.0,209000
Argentina,15.5,215000
Argentina,16.0,221500
Argentina,16.5,228500
Argentina,17.0,235000
Argentina,17.5,241500
Argentina,18.0,248000
Argentina,18.5,254500
Argentina,19.0,261000
Argentina,19.5,267500
Argentina,20.0,274000
Argentina,20.5,267500
Barbados,0.5,22000
Barbados,1.0,27500
Barbados,1.5,33500
Barbados,2.0,39000
Barbados,2.5,45500
Barbados,3.0,52000
Barbados,3.5,58500
Barbados,4.0,65000
Barbados,4.5,71500
Barbados,5.0,78000
Barbados,5.5,84500
Barbados,6.0,91000
Barbados,6.5,97500
Barbados,7.0,104500
Barbados,7.5,110500
Barbados,8.0,117500
Barbados,8.5,124000
Barbados,9.0,130500
Barbados,9.5,137000
Barbados,10.0,143500
Barbados,10.5,150000
Barbados,11.0,156500
Barbados,11.5,163000
Barbados,12.0,169500
Barbados,12.5,176000
Barbados,13.0,182500
Barbados,13.5,189000
Barbados,14.0,195500
Barbados,14.5,202000
Barbados,15.0,209000
Barbados,15.5,215000
Barbados,16.0,221500
Barbados,16.5,228500
Barbados,17.0,235000
Barbados,17.5,241500
Barbados,18.0,248000
Barbados,18.5,254500
Barbados,19.0,261000
Barbados,19.5,267500
Barbados,20.0,274000
Barbados,20.5,267500
Bolivia,0.5,22000
Bolivia,1.0,27500
Bolivia,1.5,33500
Bolivia,2.0,39000
Bolivia,2.5,45500
Bolivia,3.0,52000
Bolivia,3.5,58500
Bolivia,4.0,65000
Bolivia,4.5,71500
Bolivia,5.0,78000
Bolivia,5.5,84500
Bolivia,6.0,91000
Bolivia,6.5,97500
Bolivia,7.0,104500
Bolivia,7.5,110500
Bolivia,8.0,117500
Bolivia,8.5,124000
Bolivia,9.0,130500
Bolivia,9.5,137000
Bolivia,10.0,143500
Bolivia,10.5,150000
Bolivia,11.0,156500
Bolivia,11.5,163000
Bolivia,12.0,169500
Bolivia,12.5,176000
Bolivia,13.0,182500
Bolivia,13.5,189000
Bolivia,14.0,195500
Bolivia,14.5,202000
Bolivia,15.0,209000
Bolivia,15.5,215000
Bolivia,16.0,221500
Bolivia,16.5,228500
Bolivia,17.0,235000
Bolivia,17.5,241500
Bolivia,18.0,248000
Bolivia,18.5,254500
Bolivia,19.0,261000
Bolivia,19.5,267500
Bolivia,20.0,274000
Bolivia,20.5,267500
Chile,0.5,22000
Chile,1.0,27500
Chile,1.5,33500
Chile,2.0,39000
Chile,2.5,45500
Chile,3.0,52000
Chile,3.5,58500
Chile,4.0,65000
Chile,4.5,71500
Chile,5.0,78000
Chile,5.5,84500
Chile,6.0,91000
Chile,6.5,97500
Chile,7.0,104500
Chile,7.5,110500
Chile,8.0,117500
Chile,8.5,124000
Chile,9.0,130500
Chile,9.5,137000
Chile,10.0,143500
Chile,10.5,150000
Chile,11.0,156500
Chile,11.5,163000
Chile,12.0,169500
Chile,12.5,176000
Chile,13.0,182500
Chile,13.5,189000
Chile,14.0,195500
Chile,14.5,202000
Chile,15.0,209000
Chile,15.5,215000
Chile,16.0,221500
Chile,16.5,228500
Chile,17.0,235000
Chile,17.5,241500
Chile,18.0,248000
Chile,18.5,254500
Chile,19.0,261000
Chile,19.5,267500
Chile,20.0,274000
Chile,20.5,267500
Colombia,0.5,22000
Colombia,1.0,27500
Colombia,1.5,33500
Colombia,2.0,39000
Colombia,2.5,45500
Colombia,3.0,52000
Colombia,3.5,58500
Colombia,4.0,65000
Colombia,4.5,71500
Colombia,5.0,78000
Colombia,5.5,84500
Colombia,6.0,91000
Colombia,6.5,97500
Colombia,7.0,104500
Colombia,7.5,110500
Colombia,8.0,117500
Colombia,8.5,124000
Colombia,9.0,130500
Colombia,9.5,137000
Colombia,10.0,143500
Colombia,10.5,150000
Colombia,11.0,156500
Colombia,11.5,163000
Colombia,12.0,169500
Colombia,12.5,176000
Colombia,13.0,182500
Colombia,13.5,189000
Colombia,14.0,195500
Colombia,14.5,202000
Colombia,15.0,209000
Colombia,15.5,215000
Colombia,16.0,221500
Colombia,16.5,228500
Colombia,17.0,235000
Colombia,17.5,241500
Colombia,18.0,248000
Colombia,18.5,254500
Colombia,19.0,261000
Colombia,19.5,267500
Colombia,20.0,274000
Colombia,20.5,267500
Cuba,0.5,22000
Cuba,1.0,27500
Cuba,1.5,33500
Cuba,2.0,39000
Cuba,2.5,45500
Cuba,3.0,52000
Cuba,3.5,58500
Cuba,4.0,65000
Cuba,4.5,71500
Cuba,5.0,78000
Cuba,5.5,84500
Cuba,6.0,91000
Cuba,6.5,97500
Cuba,7.0,104500
Cuba,7.5,110500
Cuba,8.0,117500
Cuba,8.5,124000
Cuba,9.0,130500
Cuba,9.5,137000
Cuba,10.0,143500
Cuba,10.5,150000
Cuba,11.0,156500
Cuba,11.5,163000
Cuba,12.0,169500
Cuba,12.5,176000
Cuba,13.0,182500
Cuba,13.5,189000
Cuba,14.0,195500
Cuba,14.5,202000
Cuba,15.0,209000
Cuba,15.5,215000
Cuba,16.0,221500
Cuba,16.5,228500
Cuba,17.0,235000
Cuba,17.5,241500
Cuba,18.0,248000
Cuba,18.5,254500
Cuba,19.0,261000
Cuba,19.5,267500
Cuba,20.0,274000
Cuba,20.5,267500
Dominican Republic,0.5,22000
Dominican Republic,1.0,27500
Dominican Republic,1.5,33500
Dominican Republic,2.0,39000
Dominican Republic,2.5,45500
Dominican Republic,3.0,52000
Dominican Republic,3.5,58500
Dominican Republic,4.0,65000
Dominican Republic,4.5,71500
Dominican Republic,5.0,78000
Dominican Republic,5.5,84500
Dominican Republic,6.0,91000
Dominican Republic,6.5,97500
Dominican Republic,7.0,104500
Dominican Republic,7.5,110500
Dominican Republic,8.0,117500
Dominican Republic,8.5,124000
Dominican Republic,9.0,130500
Dominican Republic,9.5,137000
Dominican Republic,10.0,143500
Dominican Republic,10.5,150000
Dominican Republic,11.0,156500
Dominican Republic,11.5,163000
Dominican Republic,12.0,169500
Dominican Republic,12.5,176000
Dominican Republic,13.0,182500
Dominican Republic,13.5,189000
Dominican Republic,14.0,195500
Dominican Republic,14.5,202000
Dominican Republic,15.0,209000
Dominican Republic,15.5,215000
Dominican Republic,16.0,221500
Dominican Republic,16.5,228500
Dominican Republic,17.0,235000
Dominican Republic,17.5,241500
Dominican Republic,18.0,248000
Dominican Republic,18.5,254500
Dominican Republic,19.0,261000
Dominican Republic,19.5,267500
Dominican Republic,20.0,274000
Dominican Republic,20.5,267500
Ecuador,0.5,22000
Ecuador,1.0,27500
Ecuador,1.5,33500
Ecuador,2.0,39000
Ecuador,2.5,45500
Ecuador,3.0,52000
Ecuador,3.5,58500
Ecuador,4.0,65000
Ecuador,4.5,71500
Ecuador,5.0,78000
Ecuador,5.5,84500
Ecuador,6.0,91000
Ecuador,6.5,97500
Ecuador,7.0,104500
Ecuador,7.5,110500
Ecuador,8.0,117500
Ecuador,8.5,124000
Ecuador,9.0,130500
Ecuador,9.5,137000
Ecuador,10.0,143500
Ecuador,10.5,150000
Ecuador,11.0,156500
Ecuador,11.5,163000
Ecuador,12.0,169500
Ecuador,12.5,176000
Ecuador,13.0,182500
Ecuador,13.5,189000
Ecuador,14.0,195500
Ecuador,14.5,202000
Ecuador,15.0,209000
Ecuador,15.5,215000
Ecuador,16.0,221500
Ecuador,16.5,228500
Ecuador,17.0,235000
Ecuador,17.5,241500
Ecuador,18.0,248000
Ecuador,18.5,254500
Ecuador,19.0,261000
Ecuador,19.5,267500
Ecuador,20.0,274000
Ecuador,20.5,267500
Egypt,0.5,22000
Egypt,1.0,27500
Egypt,1.5,33500
Egypt,2.0,39000
Egypt,2.5,45500
Egypt,3.0,52000
Egypt,3.5,58500
Egypt,4.0,65000
Egypt,4.5,71500
Egypt,5.0,78000
Egypt,5.5,84500
Egypt,6.0,91000
Egypt,6.5,97500
Egypt,7.0,104500
Egypt,7.5,110500
Egypt,8.0,117500
Egypt,8.5,124000
Egypt,9.0,130500
Egypt,9.5,137000
Egypt,10.0,143500
Egypt,10.5,150000
Egypt,11.0,156500
Egypt,11.5,163000
Egypt,12.0,169500
Egypt,12.5,176000
Egypt,13.0,182500
Egypt,13.5,189000
Egypt,14.0,195500
Egypt,14.5,202000
Egypt,15.0,209000
Egypt,15.5,215000
Egypt,16.0,221500
Egypt,16.5,228500
Egypt,17.0,235000
Egypt,17.5,241500
Egypt,18.0,248000
Egypt,18.5,254500
Egypt,19.0,261000
Egypt,19.5,267500
Egypt,20.0,274000
Egypt,20.5,267500
Ethiopia,0.5,22000
Ethiopia,1.0,27500
Ethiopia,1.5,33500
Ethiopia,2.0,39000
Ethiopia,2.5,45500
Ethiopia,3.0,52000
Ethiopia,3.5,58500
Ethiopia,4.0,65000
Ethiopia,4.5,71500
Ethiopia,5.0,78000
Ethiopia,5.5,84500
Ethiopia,6.0,91000
Ethiopia,6.5,97500
Ethiopia,7.0,104500
Ethiopia,7.5,110500
Ethiopia,8.0,117500
Ethiopia,8.5,124000
Ethiopia,9.0,130500
Ethiopia,9.5,137000
Ethiopia,10.0,143500
Ethiopia,10.5,150000
Ethiopia,11.0,156500
Ethiopia,11.5,163000
Ethiopia,12.0,169500
Ethiopia,12.5,176000
Ethiopia,13.0,182500
Ethiopia,13.5,189000
Ethiopia,14.0,195500
Ethiopia,14.5,202000
Ethiopia,15.0,209000
Ethiopia,15.5,215000
Ethiopia,16.0,221500
Ethiopia,16.5,228500
Ethiopia,17.0,235000
Ethiopia,17.5,241500
Ethiopia,18.0,248000
Ethiopia,18.5,254500
Ethiopia,19.0,261000
Ethiopia,19.5,267500
Ethiopia,20.0,274000
Ethiopia,20.5,267500
Fiji,0.5,22000
Fiji,1.0,27500
Fiji,1.5,33500
Fiji,2.0,39000
Fiji,2.5,45500
Fiji,3.0,52000
Fiji,3.5,58500
Fiji,4.0,65000
Fiji,4.5,71500
Fiji,5.0,78000
Fiji,5.5,84500
Fiji,6.0,91000
Fiji,6.5,97500
Fiji,7.0,104500
Fiji,7.5,110500
Fiji,8.0,117500
Fiji,8.5,124000
Fiji,9.0,130500
Fiji,9.5,137000
Fiji,10.0,143500
Fiji,10.5,150000
Fiji,11.0,156500
Fiji,11.5,163000
Fiji,12.0,169500
Fiji,12.5,176000
Fiji,13.0,182500
Fiji,13.5,189000
Fiji,14.0,195500
Fiji,14.5,202000
Fiji,15.0,209000
Fiji,15.5,215000
Fiji,16.0,221500
Fiji,16.5,228500
Fiji,17.0,235000
Fiji,17.5,241500
Fiji,18.0,248000
Fiji,18.5,254500
Fiji,19.0,261000
Fiji,19.5,267500
Fiji,20.0,274000
Fiji,20.5,267500
Ghana,0.5,22000
Ghana,1.0,27500
Ghana,1.5,33500
Ghana,2.0,39000
Ghana,2.5,45500
Ghana,3.0,52000
Ghana,3.5,58500
Ghana,4.0,65000
Ghana,4.5,71500
Ghana,5.0,78000
Ghana,5.5,84500
Ghana,6.0,91000
Ghana,6.5,97500
Ghana,7.0,104500
Ghana,7.5,110500
Ghana,8.0,117500
Ghana,8.5,124000
Ghana,9.0,130500
Ghana,9.5,137000
Ghana,10.0,143500
Ghana,10.5,150000
Ghana,11.0,156500
Ghana,11.5,163000
Ghana,12.0,169500
Ghana,12.5,176000
Ghana,13.0,182500
Ghana,13.5,189000
Ghana,14.0,195500
Ghana,14.5,202000
Ghana,15.0,209000
Ghana,15.5,215000
Ghana,16.0,221500
Ghana,16.5,228500
Ghana,17.0,235000
Ghana,17.5,241500
Ghana,18.0,248000
Ghana,18.5,254500
Ghana,19.0,261000
Ghana,19.5,267500
Ghana,20.0,274000
Ghana,20.5,267500
Haiti,0.5,22000
Haiti,1.0,27500
Haiti,1.5,33500
Haiti,2.0,39000
Haiti,2.5,45500
Haiti,3.0,52000
Haiti,3.5,58500
Haiti,4.0,65000
Haiti,4.5,71500
Haiti,5.0,78000
Haiti,5.5,84500
Haiti,6.0,91000
Haiti,6.5,97500
Haiti,7.0,104500
Haiti,7.5,110500
Haiti,8.0,117500
Haiti,8.5,124000
Haiti,9.0,130500
Haiti,9.5,137000
Haiti,10.0,143500
Haiti,10.5,150000
Haiti,11.0,156500
Haiti,11.5,163000
Haiti,12.0,169500
Haiti,12.5,176000
Haiti,13.0,182500
Haiti,13.5,189000
Haiti,14.0,195500
Haiti,14.5,202000
Haiti,15.0,209000
Haiti,15.5,215000
Haiti,16.0,221500
Haiti,16.5,228500
Haiti,17.0,235000
Haiti,17.5,241500
Haiti,18.0,248000
Haiti,18.5,254500
Haiti,19.0,261000
Haiti,19.5,267500
Haiti,20.0,274000
Haiti,20.5,267500
Jamaica,0.5,22000
Jamaica,1.0,27500
Jamaica,1.5,33500
Jamaica,2.0,39000
Jamaica,2.5,45500
Jamaica,3.0,52000
Jamaica,3.5,58500
Jamaica,4.0,65000
Jamaica,4.5,71500
Jamaica,5.0,78000
Jamaica,5.5,84500
Jamaica,6.0,91000
Jamaica,6.5,97500
Jamaica,7.0,104500
Jamaica,7.5,110500
Jamaica,8.0,117500
Jamaica,8.5,124000
Jamaica,9.0,130500
Jamaica,9.5,137000
Jamaica,10.0,143500
Jamaica,10.5,150000
Jamaica,11.0,156500
Jamaica,11.5,163000
Jamaica,12.0,169500
Jamaica,12.5,176000
Jamaica,13.0,182500
Jamaica,13.5,189000
Jamaica,14.0,195500
Jamaica,14.5,202000
Jamaica,15.0,209000
Jamaica,15.5,215000
Jamaica,16.0,221500
Jamaica,16.5,228500
Jamaica,17.0,235000
Jamaica,17.5,241500
Jamaica,18.0,248000
Jamaica,18.5,254500
Jamaica,19.0,261000
Jamaica,19.5,267500
Jamaica,20.0,274000
Jamaica,20.5,267500
Kenya,0.5,22000
Kenya,1.0,27500
Kenya,1.5,33500
Kenya,2.0,39000
Kenya,2.5,45500
Kenya,3.0,52000
Kenya,3.5,58500
Kenya,4.0,65000
Kenya,4.5,71500
Kenya,5.0,78000
Kenya,5.5,84500
Kenya,6.0,91000
Kenya,6.5,97500
Kenya,7.0,104500
Kenya,7.5,110500
Kenya,8.0,117500
Kenya,8.5,124000
Kenya,9.0,130500
Kenya,9.5,137000
Kenya,10.0,143500
Kenya,10.5,150000
Kenya,11.0,156500
Kenya,11.5,163000
Kenya,12.0,169500
Kenya,12.5,176000
Kenya,13.0,182500
Kenya,13.5,189000
Kenya,14.0,195500
Kenya,14.5,202000
Kenya,15.0,209000
Kenya,15.5,215000
Kenya,16.0,221500
Kenya,16.5,228500
Kenya,17.0,235000
Kenya,17.5,241500
Kenya,18.0,248000
Kenya,18.5,254500
Kenya,19.0,261000
Kenya,19.5,267500
Kenya,20.0,274000
Kenya,20.5,267500
Kiribati,0.5,22000
Kiribati,1.0,27500
Kiribati,1.5,33500
Kiribati,2.0,39000
Kiribati,2.5,45500
Kiribati,3.0,52000
Kiribati,3.5,58500
Kiribati,4.0,65000
Kiribati,4.5,71500
Kiribati,5.0,78000
Kiribati,5.5,84500
Kiribati,6.0,91000
Kiribati,6.5,97500
Kiribati,7.0,104500
Kiribati,7.5,110500
Kiribati,8.0,117500
Kiribati,8.5,124000
Kiribati,9.0,130500
Kiribati,9.5,137000
Kiribati,10.0,143500
Kiribati,10.5,150000
Kiribati,11.0,156500
Kiribati,11.5,163000
Kiribati,12.0,169500
Kiribati,12.5,176000
Kiribati,13.0,182500
Kiribati,13.5,189000
Kiribati,14.0,195500
Kiribati,14.5,202000
Kiribati,15.0,209000
Kiribati,15.5,215000
Kiribati,16.0,221500
Kiribati,16.5,228500
Kiribati,17.0,235000
Kiribati,17.5,241500
Kiribati,18.0,248000
Kiribati,18.5,254500
Kiribati,19.0,261000
Kiribati,19.5,267500
Kiribati,20.0,274000
Kiribati,20.5,267500
Libya,0.5,22000
Libya,1.0,27500
Libya,1.5,33500
Libya,2.0,39000
Libya,2.5,45500
Libya,3.0,52000
Libya,3.5,58500
Libya,4.0,65000
Libya,4.5,71500
Libya,5.0,78000
Libya,5.5,84500
Libya,6.0,91000
Libya,6.5,97500
Libya,7.0,104500
Libya,7.5,110500
Libya,8.0,117500
Libya,8.5,124000
Libya,9.0,130500
Libya,9.5,137000
Libya,10.0,143500
Libya,10.5,150000
Libya,11.0,156500
Libya,11.5,163000
Libya,12.0,169500
Libya,12.5,176000
Libya,13.0,182500
Libya,13.5,189000
Libya,14.0,195500
Libya,14.5,202000
Libya,15.0,209000
Libya,15.5,215000
Libya,16.0,221500
Libya,16.5,228500
Libya,17.0,235000
Libya,17.5,241500
Libya,18.0,248000
Libya,18.5,254500
Libya,19.0,261000
Libya,19.5,267500
Libya,20.0,274000
Libya,20.5,267500
Mexico,0.5,22000
Mexico,1.0,27500
Mexico,1.5,33500
Mexico,2.0,39000
Mexico,2.5,45500
Mexico,3.0,52000
Mexico,3.5,58500
Mexico,4.0,65000
Mexico,4.5,71500
Mexico,5.0,78000
Mexico,5.5,84500
Mexico,6.0,91000
Mexico,6.5,97500
Mexico,7.0,104500
Mexico,7.5,110500
Mexico,8.0,117500
Mexico,8.5,124000
Mexico,9.0,130500
Mexico,9.5,137000
Mexico,10.0,143500
Mexico,10.5,150000
Mexico,11.0,156500
Mexico,11.5,163000
Mexico,12.0,169500
Mexico,12.5,176000
Mexico,13.0,182500
Mexico,13.5,189000
Mexico,14.0,195500
Mexico,14.5,202000
Mexico,15.0,209000
Mexico,15.5,215000
Mexico,16.0,221500
Mexico,16.5,228500
Mexico,17.0,235000
Mexico,17.5,241500
Mexico,18.0,248000
Mexico,18.5,254500
Mexico,19.0,261000
Mexico,19.5,267500
Mexico,20.0,274000
Mexico,20.5,267500
Morocco,0.5,22000
Morocco,1.0,27500
Morocco,1.5,33500
Morocco,2.0,39000
Morocco,2.5,45500
Morocco,3.0,52000
Morocco,3.5,58500
Morocco,4.0,65000
Morocco,4.5,71500
Morocco,5.0,78000
Morocco,5.5,84500
Morocco,6.0,91000
Morocco,6.5,97500
Morocco,7.0,104500
Morocco,7.5,110500
Morocco,8.0,117500
Morocco,8.5,124000
Morocco,9.0,130500
Morocco,9.5,137000
Morocco,10.0,143500
Morocco,10.5,150000
Morocco,11.0,156500
Morocco,11.5,163000
Morocco,12.0,169500
Morocco,12.5,176000
Morocco,13.0,182500
Morocco,13.5,189000
Morocco,14.0,195500
Morocco,14.5,202000
Morocco,15.0,209000
Morocco,15.5,215000
Morocco,16.0,221500
Morocco,16.5,228500
Morocco,17.0,235000
Morocco,17.5,241500
Morocco,18.0,248000
Morocco,18.5,254500
Morocco,19.0,261000
Morocco,19.5,267500
Morocco,20.0,274000
Morocco,20.5,267500
Nigeria,0.5,22000
Nigeria,1.0,27500
Nigeria,1.5,33500
Nigeria,2.0,39000
Nigeria,2.5,45500
Nigeria,3.0,52000
Nigeria,3.5,58500
Nigeria,4.0,65000
Nigeria,4.5,71500
Nigeria,5.0,78000
Nigeria,5.5,84500
Nigeria,6.0,91000
Nigeria,6.5,97500
Nigeria,7.0,104500
Nigeria,7.5,110500
Nigeria,8.0,117500
Nigeria,8.5,124000
Nigeria,9.0,130500
Nigeria,9.5,137000
Nigeria,10.0,143500
Nigeria,10.5,150000
Nigeria,11.0,156500
Nigeria,11.5,163000
Nigeria,12.0,169500
Nigeria,12.5,176000
Nigeria,13.0,182500
Nigeria,13.5,189000
Nigeria,14.0,195500
Nigeria,14.5,202000
Nigeria,15.0,209000
Nigeria,15.5,215000
Nigeria,16.0,221500
Nigeria,16.5,228500
Nigeria,17.0,235000
Nigeria,17.5,241500
Nigeria,18.0,248000
Nigeria,18.5,254500
Nigeria,19.0,261000
Nigeria,19.5,267500
Nigeria,20.0,274000
Nigeria,20.5,267500
Panama,0.5,22000
Panama,1.0,27500
Panama,1.5,33500
Panama,2.0,39000
Panama,2.5,45500
Panama,3.0,52000
Panama,3.5,58500
Panama,4.0,65000
Panama,4.5,71500
Panama,5.0,78000
Panama,5.5,84500
Panama,6.0,91000
Panama,6.5,97500
Panama,7.0,104500
Panama,7.5,110500
Panama,8.0,117500
Panama,8.5,124000
Panama,9.0,130500
Panama,9.5,137000
Panama,10.0,143500
Panama,10.5,150000
Panama,11.0,156500
Panama,11.5,163000
Panama,12.0,169500
Panama,12.5,176000
Panama,13.0,182500
Panama,13.5,189000
Panama,14.0,195500
Panama,14.5,202000
Panama,15.0,209000
Panama,15.5,215000
Panama,16.0,221500
Panama,16.5,228500
Panama,17.0,235000
Panama,17.5,241500
Panama,18.0,248000
Panama,18.5,254500
Panama,19.0,261000
Panama,19.5,267500
Panama,20.0,274000
Panama,20.5,267500
Peru,0.5,22000
Peru,1.0,27500
Peru,1.5,33500
Peru,2.0,39000
Peru,2.5,45500
Peru,3.0,52000
Peru,3.5,58500
Peru,4.0,65000
Peru,4.5,71500
Peru,5.0,78000
Peru,5.5,84500
Peru,6.0,91000
Peru,6.5,97500
Peru,7.0,104500
Peru,7.5,110500
Peru,8.0,117500
Peru,8.5,124000
Peru,9.0,130500
Peru,9.5,137000
